project_id,company_id,project_name,start_date,completion_date,project_status,automation_type,robots_deployed,budget_usd,annual_savings_usd,roi_percent,department,implementation_partner,country,industry,employee_hours_saved,ai_enabled,cloud_deployment
PRJ001900,CMP07739,Aurora Platform,2016-07-13,2016-10-13,Completed,Customer Onboarding,19,4957632,7515770,151.6,Human Resources,Infosys,Philippines,Insurance,156428,No,Yes
PRJ041027,CMP05664,Delta Digital Transformation,2018-07-08,,Active,Claims Processing,126,2803227,3159237,112.7,Supply Chain,Wipro,Germany,Telecommunications,143869,No,Yes
PRJ026412,CMP05054,Vector Automation Initiative,2025-04-18,,Cancelled,HR Automation,56,1904913,3346932,175.7,Risk Management,Cognizant,France,Retail & E-Commerce,199009,No,Yes
PRJ034782,CMP01628,Aurora Optimization Program,2021-12-28,2023-02-28,Cancelled,Email Automation,105,4027963,11890547,295.2,Procurement,Cyient,Japan,Healthcare,7522,No,No
PRJ015029,CMP04224,Atlas Digital Transformation,2022-02-02,2023-09-02,Completed,Claims Processing,130,2672267,3666350,137.2,Procurement,Hexaware,Japan,Retail & E-Commerce,151020,Yes,Yes
PRJ035315,CMP01857,Phoenix Workflow Engine,2019-05-03,2019-10-03,Completed,IT Service Management,171,863448,1977296,229.0,IT,TCS,United States,Pharma & Life Sciences,144836,No,No
PRJ034169,CMP03267,Phoenix Process Reengineering,2021-05-21,,Active,Claims Processing,98,2262864,2876100,127.1,Operations,PwC,United Kingdom,Transportation & Logistics,195025,Yes,No
PRJ015598,CMP03088,Phoenix Efficiency Project,2019-01-04,2020-10-04,Completed,Email Automation,149,1188888,1694165,142.5,Procurement,IBM,Canada,Education,176216,No,Yes
PRJ034594,CMP01669,Sigma Efficiency Project,2019-07-20,,Paused,Email Automation,3,1573273,3355791,213.3,Procurement,EY,Germany,Transportation & Logistics,65379,No,No
PRJ016489,CMP05586,Omega Automation Initiative,2019-10-12,,Failed,Data Entry Automation,182,2914165,0,-87.4,Content Moderation,TCS,Singapore,Manufacturing,96478,Yes,Yes
PRJ025526,CMP08975,Lambda Workflow Engine,2016-10-02,2018-03-02,Cancelled,HR Automation,86,4350235,4981019,114.5,Operations,Cognizant,UAE,Healthcare,140184,No,Yes
PRJ041320,CMP00299,Omega Modernization,2015-03-11,,Active,Financial Reporting,160,1986111,5024861,253.0,Human Resources,Tech Mahindra,Brazil,Education,122952,No,No
PRJ003605,CMP06496,Atlas Optimization Program,2021-07-26,,Active,Invoice Processing,31,2435940,3342110,137.2,Operations,Cyient,Canada,Insurance,133497,Yes,No
PRJ040823,CMP01142,Nexus Intelligence Suite,2021-04-23,,Active,Financial Reporting,37,893400,460101,51.5,Human Resources,HCL Technologies,Brazil,Telecommunications,136147,Yes,Yes
PRJ038879,CMP08024,Delta Workflow Engine,2018-02-02,,Active,Payroll Processing,176,3244518,4603971,141.9,Human Resources,Infosys,Netherlands,Insurance,116770,No,No
PRJ048203,CMP06149,Vector Process Reengineering,2021-05-18,,Active,Supply Chain,68,605261,1481074,244.7,Operations,HCL Technologies,United Kingdom,Telecommunications,108946,No,Yes
PRJ027642,CMP07357,Aurora Efficiency Project,2022-03-14,,Active,Payroll Processing,41,3859765,752654,19.5,Customer Service,Tech Mahindra,Japan,Banking & Finance,48719,No,Yes
PRJ007655,CMP01168,Sigma Process Reengineering,2021-03-19,,Paused,Data Entry Automation,161,146547,205459,140.2,Finance,IBM,Germany,Pharma & Life Sciences,58817,No,No
PRJ020588,CMP07161,Nexus Platform,2016-11-26,2018-03-26,Completed,Customer Onboarding,20,3467171,9732349,280.7,Supply Chain,Deloitte,United States,Telecommunications,163552,No,Yes
PRJ035793,CMP06153,Phoenix Process Reengineering,2023-07-11,,Paused,Email Automation,39,1109285,3042769,274.3,IT,Tech Mahindra,Vietnam,Mining & Metals,90145,No,No
PRJ037248,CMP05771,Aurora Optimization Program,2020-12-18,2021-08-18,Completed,Invoice Processing,62,260485,606149,232.7,Audit,Wipro,Malaysia,Retail & E-Commerce,109571,No,No
PRJ044460,CMP06628,Quantum Automation Initiative,2019-05-24,2019-08-24,Cancelled,Financial Reporting,10,1780204,3410871,191.6,Supply Chain,Tech Mahindra,United States,Mining & Metals,184901,Yes,Yes
PRJ034677,CMP07961,Zenith Modernization,2020-03-15,,Active,IT Service Management,63,1696207,2535829,149.5,Human Resources,Capgemini,Canada,Transportation & Logistics,60730,Yes,No
PRJ035838,CMP01150,Eclipse Digital Transformation,2024-05-05,,Active,Supply Chain,17,523040,1500079,286.8,IT,Infosys,Singapore,Mining & Metals,6618,No,Yes
PRJ002316,CMP01288,Vector Workflow Engine,2016-08-28,,Active,Customer Onboarding,157,4628341,6576873,142.1,Finance,Capgemini,Germany,Energy & Utilities,73861,Yes,Yes
PRJ036691,CMP07387,Nexus Efficiency Project,2017-11-07,2019-09-07,Completed,Financial Reporting,177,274258,210356,76.7,Finance,Tech Mahindra,South Africa,Mining & Metals,54561,Yes,No
PRJ039081,CMP02080,Titan Process Reengineering,2017-07-08,,Failed,Invoice Processing,48,510695,0,-30.7,Customer Onboarding,Cognizant,Canada,Government & Public Sector,42816,No,Yes
PRJ018011,CMP04189,Nexus Efficiency Project,2017-07-13,2018-05-13,Completed,IT Service Management,163,4972650,13605170,273.6,Finance,Wipro,Netherlands,Insurance,9155,Yes,No
PRJ024575,CMP07701,Orion Intelligence Suite,2022-05-29,,Active,Supply Chain,43,3149930,705584,22.4,Audit,TCS,United States,Education,128411,Yes,No
PRJ044030,CMP04301,Lambda Digital Transformation,2024-08-14,,Paused,Compliance Monitoring,127,3200367,9063439,283.2,Risk Management,Mphasis,Singapore,Telecommunications,145491,No,No
PRJ020058,CMP09539,Atlas Process Reengineering,2020-01-24,,Failed,IT Service Management,42,4010976,0,-83.0,Content Moderation,EY,Japan,Technology,101746,No,No
PRJ007246,CMP01737,Prism Optimization Program,2023-07-22,2025-06-22,Completed,Claims Processing,186,2929561,6336640,216.3,Human Resources,Hexaware,Philippines,Mining & Metals,34013,No,No
PRJ037845,CMP07054,Aurora Efficiency Project,2017-01-27,,Active,HR Automation,18,1955103,2987397,152.8,Operations,Cyient,Singapore,Education,167985,No,Yes
PRJ031858,CMP07548,Delta Intelligence Suite,2024-09-16,2025-07-16,Completed,Customer Onboarding,177,2848509,817522,28.7,Compliance,Mphasis,Germany,Energy & Utilities,175335,Yes,No
PRJ008611,CMP09378,Eclipse Process Reengineering,2018-06-13,,Active,Email Automation,112,3295039,5914595,179.5,Supply Chain,TCS,France,Transportation & Logistics,116433,Yes,No
PRJ022849,CMP07818,Omega Automation Initiative,2021-05-20,2022-12-20,Completed,Customer Onboarding,101,1581832,3524322,222.8,Customer Service,LTIMindtree,Mexico,Mining & Metals,95327,Yes,Yes
PRJ000320,CMP02146,Titan Workflow Engine,2024-02-28,2025-07-28,Completed,Financial Reporting,135,4245011,7870250,185.4,Finance,Hexaware,Japan,Technology,164399,Yes,Yes
PRJ049801,CMP08067,Delta Automation Initiative,2017-12-29,,Paused,Compliance Monitoring,91,1086791,1207425,111.1,Customer Onboarding,LTIMindtree,Canada,Pharma & Life Sciences,24730,No,Yes
PRJ026756,CMP01712,Cobalt Process Reengineering,2015-04-01,,Active,Supply Chain,143,2151428,1402731,65.2,Procurement,Deloitte,Singapore,Education,192706,Yes,No
PRJ012583,CMP02723,Quantum Automation Initiative,2021-01-16,2022-03-16,Completed,HR Automation,128,3369155,2459483,73.0,Marketing,Deloitte,Philippines,Real Estate,189756,Yes,Yes
PRJ034956,CMP07677,Omega Automation Initiative,2016-04-14,,Active,HR Automation,53,861474,2395759,278.1,Marketing,Tech Mahindra,Vietnam,Government & Public Sector,32285,Yes,No
PRJ034841,CMP03899,Prism Modernization,2015-05-21,,Active,Audit Automation,107,4920186,13043413,265.1,Marketing,HCL Technologies,India,Telecommunications,141747,Yes,No
PRJ040776,CMP02037,Vector Platform,2016-07-14,,Active,Audit Automation,24,121844,315698,259.1,Legal,Cyient,Australia,Banking & Finance,69066,Yes,Yes
PRJ029055,CMP04717,Titan Process Reengineering,2015-04-04,,Active,Claims Processing,19,2091043,4690209,224.3,Content Moderation,Deloitte,India,Technology,53793,No,Yes
PRJ029781,CMP09010,Fusion Intelligence Suite,2017-11-13,,Active,Data Entry Automation,199,1428373,3909457,273.7,Supply Chain,Tech Mahindra,UAE,Manufacturing,140645,Yes,No
PRJ011152,CMP05582,Quantum Optimization Program,2016-02-25,,Active,Claims Processing,189,2921716,1180373,40.4,Customer Service,EY,Australia,Telecommunications,87383,Yes,Yes
PRJ029100,CMP09010,Omega Automation Initiative,2022-01-27,,Failed,Customer Onboarding,189,158901,0,-44.9,Risk Management,EY,Mexico,Education,79709,Yes,No
PRJ049045,CMP07293,Apex Automation Initiative,2015-12-12,,Failed,Data Entry Automation,141,684937,0,-6.7,Customer Service,Capgemini,Singapore,Transportation & Logistics,127253,No,No
PRJ011863,CMP02803,Cobalt Automation Initiative,2024-09-08,2025-09-08,Completed,Financial Reporting,182,4461701,11314874,253.6,Compliance,Cyient,Vietnam,Education,3118,No,Yes
PRJ030627,CMP05556,Cobalt Workflow Engine,2017-06-28,2018-04-28,Cancelled,Audit Automation,165,4895224,7499483,153.2,Procurement,HCL Technologies,Brazil,Insurance,103642,Yes,Yes
PRJ021697,CMP04946,Apex Optimization Program,2017-09-01,,Active,Data Entry Automation,39,4845287,6793092,140.2,Human Resources,Deloitte,Canada,Real Estate,28329,Yes,No
PRJ039498,CMP00529,Titan Efficiency Project,2021-09-17,,Active,Compliance Monitoring,179,871336,1175432,134.9,Human Resources,Hexaware,Singapore,Government & Public Sector,112488,No,Yes
PRJ048779,CMP09889,Aurora Process Reengineering,2018-09-07,2020-03-07,Completed,Claims Processing,2,1606294,1241665,77.3,Legal,Deloitte,Philippines,Telecommunications,127316,No,No
PRJ040678,CMP05604,Omega Efficiency Project,2020-08-14,,Active,Customer Onboarding,8,1302529,836224,64.2,Customer Onboarding,Capgemini,Vietnam,Government & Public Sector,190948,Yes,No
PRJ035001,CMP09445,Cobalt Intelligence Suite,2017-04-10,,Active,Claims Processing,67,1314140,2636165,200.6,Procurement,Deloitte,India,Education,55790,Yes,Yes
PRJ038023,CMP02054,Titan Process Reengineering,2025-12-15,,Paused,HR Automation,148,4004347,532578,13.3,Audit,TCS,India,Technology,146148,Yes,Yes
PRJ009126,CMP08742,Horizon Efficiency Project,2018-03-15,2020-01-15,Completed,Data Entry Automation,156,3406827,8299031,243.6,IT,EY,Germany,Mining & Metals,105629,Yes,Yes
PRJ039623,CMP08594,Phoenix Process Reengineering,2021-12-24,2023-06-24,Completed,Financial Reporting,58,3388383,1290974,38.1,Content Moderation,LTIMindtree,Mexico,Energy & Utilities,179767,No,Yes
PRJ012556,CMP03219,Phoenix Modernization,2019-06-06,,Failed,Financial Reporting,102,3810429,0,-92.5,Risk Management,Tech Mahindra,Netherlands,Banking & Finance,136627,No,No
PRJ033093,CMP03684,Vector Modernization,2018-11-14,,Paused,HR Automation,131,492707,952895,193.4,Legal,Mphasis,Netherlands,Pharma & Life Sciences,184853,Yes,No
PRJ049243,CMP07843,Horizon Platform,2021-03-20,,Paused,Data Entry Automation,160,1951854,3817826,195.6,Customer Service,Hexaware,Australia,Pharma & Life Sciences,135429,No,No
PRJ044718,CMP06081,Quantum Optimization Program,2016-05-29,2017-10-29,Cancelled,Claims Processing,16,3056738,4933575,161.4,Supply Chain,LTIMindtree,United Kingdom,Real Estate,171010,No,Yes
PRJ018668,CMP06005,Phoenix Modernization,2015-12-18,,Active,Data Entry Automation,136,1018652,577576,56.7,Operations,IBM,Malaysia,Insurance,178962,Yes,Yes
PRJ042657,CMP06864,Sigma Modernization,2020-05-04,2021-05-04,Completed,Email Automation,49,1652056,2360788,142.9,Audit,Wipro,Mexico,Technology,104749,No,Yes
PRJ041647,CMP06814,Prism Automation Initiative,2024-10-01,,Completed,IT Service Management,19,62181,102785,165.3,Content Moderation,Mphasis,Malaysia,Technology,36527,No,No
PRJ004680,CMP01495,Cobalt Process Reengineering,2016-07-28,,Active,Customer Onboarding,50,1759292,1340581,76.2,Customer Onboarding,Deloitte,Japan,Technology,28133,Yes,No
PRJ028765,CMP04878,Sentinel Modernization,2019-08-02,,Active,Data Entry Automation,177,2666523,1853233,69.5,Content Moderation,PwC,India,Mining & Metals,182753,No,No
PRJ035987,CMP00400,Cobalt Automation Initiative,2019-07-15,,Paused,Data Entry Automation,4,698738,430423,61.6,Risk Management,Deloitte,Brazil,Retail & E-Commerce,120257,No,No
PRJ028889,CMP03407,Omega Modernization,2017-05-17,,Failed,Email Automation,43,3206186,0,-9.5,Supply Chain,IBM,Canada,Government & Public Sector,127656,No,No
PRJ020040,CMP06298,Zenith Optimization Program,2018-01-22,,Active,Invoice Processing,157,3676946,5585281,151.9,Compliance,Hexaware,Vietnam,Real Estate,187594,Yes,Yes
PRJ007017,CMP08450,Nexus Efficiency Project,2016-02-08,,Active,Supply Chain,112,2613654,3763662,144.0,Audit,EY,Australia,Retail & E-Commerce,42167,Yes,No
PRJ030472,CMP03147,Vector Platform,2015-02-20,,Active,Payroll Processing,166,1147575,1962353,171.0,Finance,Mphasis,Singapore,Education,98326,No,Yes
PRJ012068,CMP05606,Quantum Workflow Engine,2020-06-06,2022-03-06,Cancelled,Compliance Monitoring,74,387333,332719,85.9,Risk Management,PwC,United Kingdom,Healthcare,86010,No,No
PRJ006347,CMP00870,Quantum Modernization,2017-11-04,,Active,Email Automation,103,4848102,1735621,35.8,Human Resources,EY,India,Healthcare,68657,Yes,No
PRJ011384,CMP09115,Apex Process Reengineering,2019-12-18,,Active,Customer Onboarding,135,3717490,1513018,40.7,Human Resources,Infosys,Mexico,Energy & Utilities,127363,No,Yes
PRJ021483,CMP06932,Atlas Efficiency Project,2018-06-06,2019-09-06,Completed,HR Automation,133,1375853,2213747,160.9,Customer Service,Mphasis,Philippines,Energy & Utilities,104124,No,Yes
PRJ024207,CMP01707,Aurora Process Reengineering,2023-07-24,,Active,Claims Processing,131,1285169,1210629,94.2,Operations,Mphasis,Malaysia,Banking & Finance,63612,Yes,No
PRJ018004,CMP04780,Nexus Intelligence Suite,2023-06-23,,Failed,Payroll Processing,6,4122200,0,-3.8,Compliance,Cyient,Japan,Healthcare,97593,Yes,Yes
PRJ047470,CMP03717,Apex Intelligence Suite,2016-06-23,,Active,Email Automation,19,3334627,2064134,61.9,Supply Chain,PwC,Brazil,Manufacturing,189882,Yes,No
PRJ017151,CMP00304,Eclipse Platform,2025-11-04,,Active,Payroll Processing,164,4414891,1880744,42.6,Marketing,EY,South Africa,Banking & Finance,116394,No,Yes
PRJ042469,CMP01571,Orion Process Reengineering,2015-06-15,2016-02-15,Completed,Payroll Processing,26,2668569,2012101,75.4,Compliance,Mphasis,Australia,Pharma & Life Sciences,199558,Yes,Yes
PRJ005705,CMP01552,Vector Platform,2023-08-25,2023-11-25,Completed,Claims Processing,138,4797650,4648923,96.9,IT,Capgemini,United Kingdom,Healthcare,108779,Yes,No
PRJ012748,CMP08883,Zenith Digital Transformation,2020-01-04,2021-11-04,Completed,Payroll Processing,197,3204141,2095508,65.4,Content Moderation,EY,Germany,Retail & E-Commerce,91776,Yes,No
PRJ021513,CMP03750,Prism Efficiency Project,2024-04-17,2024-09-17,Cancelled,Payroll Processing,46,1804183,1706757,94.6,Compliance,LTIMindtree,Japan,Pharma & Life Sciences,105580,Yes,Yes
PRJ044152,CMP00452,Zenith Optimization Program,2018-01-24,2019-05-24,Completed,Supply Chain,15,677087,1996052,294.8,Finance,LTIMindtree,India,Technology,65707,No,Yes
PRJ021659,CMP04947,Vertex Automation Initiative,2024-06-30,,Active,Payroll Processing,49,2605813,3715889,142.6,Operations,Cognizant,Malaysia,Insurance,37881,No,Yes
PRJ033239,CMP04784,Vector Process Reengineering,2020-06-02,2021-09-02,Completed,Data Entry Automation,115,2404951,4444349,184.8,Supply Chain,Deloitte,Philippines,Healthcare,106635,No,No
PRJ025020,CMP03942,Apex Automation Initiative,2019-12-11,,Active,Supply Chain,5,4539728,8085256,178.1,Finance,Wipro,Malaysia,Telecommunications,1273,No,No
PRJ048273,CMP07323,Sigma Optimization Program,2015-04-25,,Failed,Customer Onboarding,153,4033472,0,-79.8,Procurement,Cyient,Japan,Real Estate,163193,Yes,Yes
PRJ011021,CMP07281,Apex Optimization Program,2018-03-20,,Failed,Customer Onboarding,132,4275914,0,-46.5,Human Resources,Hexaware,India,Healthcare,198034,No,No
PRJ033708,CMP06496,Lambda Modernization,2021-04-13,2021-10-13,Completed,Invoice Processing,135,2659175,3273444,123.1,Risk Management,Mphasis,United Kingdom,Technology,114502,No,No
PRJ027218,CMP05356,Lambda Optimization Program,2020-05-07,,Paused,Financial Reporting,6,3620851,6028717,166.5,Audit,Infosys,Mexico,Energy & Utilities,106896,Yes,Yes
PRJ043408,CMP05140,Vertex Optimization Program,2025-05-21,,Active,Customer Onboarding,102,1652244,2028956,122.8,Risk Management,Mphasis,United States,Insurance,63431,Yes,No
PRJ040049,CMP08292,Omega Digital Transformation,2022-04-04,2023-01-04,Completed,Audit Automation,197,669023,2013090,300.9,IT,HCL Technologies,France,Energy & Utilities,131560,Yes,No
PRJ043067,CMP00625,Eclipse Efficiency Project,2024-04-21,2025-01-21,Completed,Financial Reporting,131,700219,1934005,276.2,Content Moderation,Hexaware,South Africa,Manufacturing,160140,No,Yes
PRJ009263,CMP01995,Quantum Optimization Program,2020-11-25,,Paused,Data Entry Automation,105,4615317,14012102,303.6,Customer Onboarding,Cognizant,Germany,Education,94935,Yes,Yes
PRJ036249,CMP00046,Omega Accelerator,2022-12-10,,Paused,HR Automation,61,3680038,8051923,218.8,Customer Onboarding,Infosys,Netherlands,Government & Public Sector,170943,No,No
PRJ000275,CMP07852,Orion Process Reengineering,2025-08-03,,Completed,Invoice Processing,125,4660686,2721841,58.4,Human Resources,Mphasis,Germany,Insurance,95111,No,Yes
PRJ013219,CMP09212,Apex Process Reengineering,2019-03-25,,Paused,Audit Automation,121,1135221,3187701,280.8,Marketing,TCS,Australia,Manufacturing,57736,No,Yes
PRJ047661,CMP01917,Zenith Workflow Engine,2015-09-13,,Failed,Compliance Monitoring,61,1227455,0,-57.3,Content Moderation,Cyient,Malaysia,Mining & Metals,150948,Yes,No
PRJ009947,CMP06444,Aurora Intelligence Suite,2017-04-21,2018-12-21,Completed,Payroll Processing,22,1032060,1510936,146.4,Operations,Deloitte,Japan,Energy & Utilities,97069,Yes,No
PRJ002407,CMP06750,Fusion Accelerator,2016-02-02,,Active,Supply Chain,141,636617,1555892,244.4,Supply Chain,EY,Japan,Mining & Metals,166261,No,No
PRJ035366,CMP04461,Cobalt Workflow Engine,2024-12-23,2025-12-23,Cancelled,IT Service Management,92,25136,44466,176.9,Legal,HCL Technologies,Canada,Manufacturing,188715,No,Yes
PRJ023420,CMP05844,Titan Optimization Program,2021-09-05,2023-07-05,Completed,Financial Reporting,44,98072,265775,271.0,Supply Chain,Wipro,United States,Pharma & Life Sciences,29111,Yes,Yes
PRJ005442,CMP03605,Horizon Modernization,2025-12-06,,Completed,HR Automation,181,1833973,5637633,307.4,Audit,Accenture,Singapore,Healthcare,179301,No,Yes
PRJ042798,CMP05765,Cobalt Modernization,2024-02-24,2025-11-24,Completed,HR Automation,124,1869534,4479403,239.6,Human Resources,IBM,Singapore,Government & Public Sector,198468,Yes,No
PRJ020406,CMP02422,Zenith Digital Transformation,2021-06-22,2022-08-22,Cancelled,Email Automation,45,2394468,6740427,281.5,Marketing,Mphasis,Philippines,Real Estate,52646,No,Yes
PRJ034100,CMP00920,Lambda Platform,2018-12-24,2020-06-24,Completed,HR Automation,193,3703004,1373814,37.1,Operations,Cognizant,Netherlands,Retail & E-Commerce,60816,Yes,Yes
PRJ036955,CMP04008,Lambda Modernization,2024-04-02,,Failed,Financial Reporting,35,4547715,0,-59.5,Finance,TCS,France,Insurance,134675,Yes,No
PRJ039765,CMP00292,Vector Accelerator,2020-11-24,,Active,Email Automation,12,2812090,8613432,306.3,Operations,Cognizant,Australia,Technology,15514,No,No
PRJ035350,CMP04428,Quantum Workflow Engine,2015-06-29,,Active,Customer Onboarding,195,2042874,933593,45.7,Risk Management,Capgemini,Germany,Real Estate,162908,Yes,Yes
PRJ048949,CMP00222,Zenith Digital Transformation,2024-12-15,,Failed,IT Service Management,136,2460716,0,-8.9,Supply Chain,Cyient,Vietnam,Pharma & Life Sciences,29688,Yes,Yes
PRJ049873,CMP02835,Prism Efficiency Project,2015-01-30,,Paused,Claims Processing,4,919187,230716,25.1,Customer Onboarding,IBM,France,Healthcare,81826,Yes,Yes
PRJ029313,CMP09914,Omega Process Reengineering,2017-09-10,2019-01-10,Completed,Audit Automation,173,916811,2248937,245.3,Supply Chain,EY,France,Transportation & Logistics,140172,Yes,No
PRJ049023,CMP08339,Horizon Platform,2022-04-30,2023-10-30,Completed,Payroll Processing,190,3029019,2735204,90.3,Marketing,Wipro,United States,Pharma & Life Sciences,156084,Yes,Yes
PRJ037401,CMP09425,Phoenix Workflow Engine,2023-05-28,,Paused,HR Automation,178,1187200,3496304,294.5,Operations,LTIMindtree,United Kingdom,Banking & Finance,110968,No,No
PRJ035309,CMP04885,Aurora Digital Transformation,2016-12-01,,Active,Financial Reporting,2,1741997,243880,14.0,Marketing,Cyient,France,Technology,9515,No,No
PRJ022271,CMP06135,Nexus Intelligence Suite,2022-07-23,2023-08-23,Completed,Invoice Processing,160,1834679,2707986,147.6,Finance,Wipro,Philippines,Banking & Finance,63700,No,No
